ID,MTO_PIA
340,46996.87318206101
341,46993.64128760502
342,46993.64128760502
343,46994.30579478303
344,46993.68508313767
345,46993.64128760502
346,46993.64128760502
347,46993.64128760502
348,46996.36307763811
349,46996.36307763811
350,46993.64128760502
351,46994.30579478303
352,46994.80739108581
353,46994.80739108581
354,46994.1428839078
355,46994.1428839078
356,46995.55579385847
357,46994.89128668046
358,46994.1428839078
359,46994.30579478303
360,46993.64128760502
361,46994.1428839078
362,46994.480760043814
363,46993.64128760502
364,46993.64128760502
365,46994.1428839078
366,46994.80739108581
367,46994.1428839078
368,46994.80739108581
369,46994.80739108581
370,46994.1428839078
371,46994.30579478303
372,46993.64128760502
373,46993.64128760502
374,46993.64128760502
375,46993.64128760502
376,46994.1428839078
377,46997.47280523158
378,46993.81196497344
379,46997.11148041077
380,46993.64091833334
381,46994.89128668046
382,46994.480760043814
383,46994.142514636114
384,46994.30579478303
385,46993.68508313767
386,46993.68508313767
387,46993.543260737235
388,46994.80739108581
389,46993.64091833334
390,46995.14526722182
391,46993.64128760502
392,46994.80739108581
393,46994.80739108581
394,46993.81196497344
395,46993.64128760502
396,46994.1428839078
397,46994.1428839078
398,46994.1428839078
399,46997.47280523158
400,46994.80739108581
401,46994.1428839078
402,46994.1428839078
403,46994.1428839078
404,46994.1428839078
405,46994.142514636114
406,46994.142514636114
407,46994.142514636114
408,46993.64091833334
409,46993.64128760502
410,46993.68508313767
411,46993.64128760502
412,46994.1428839078
413,46993.64128760502
414,46994.30579478303
415,46993.64091833334
416,46994.142514636114
417,46994.80739108581
418,46993.64128760502
419,46996.9712089288
420,46993.78629162454
421,46994.80739108581
422,46993.64128760502
423,46994.142514636114
424,47001.631621695335
425,46996.36307763811
426,46993.64128760502
427,46993.64091833334
428,46993.64128760502
429,46994.30579478303
430,46994.30579478303
431,46996.36307763811
432,46993.64128760502
433,46994.1428839078
434,46993.64128760502
435,46996.36307763811
436,46994.1428839078
437,46993.64128760502
438,46994.30579478303
439,46994.30579478303
440,46993.64128760502
441,46993.543260737235
442,46994.1428839078
443,46994.89128668046
444,46994.30579478303
445,46993.64128760502
446,46993.64091833334
447,46994.20776791524
448,46994.80739108581
449,46994.480760043814
450,46993.64128760502
451,46994.30579478303
452,46993.64091833334
453,46993.64128760502
454,46994.30579478303
455,46994.30579478303
456,47001.631621695335
457,46993.64128760502
458,46993.543260737235
459,46994.89128668046
460,46995.55579385847
461,46993.64128760502
462,46994.80739108581
463,47001.631621695335
464,46993.64128760502
465,46994.480760043814
466,46993.56515850356
467,46993.64091833334
468,46994.1428839078
469,47002.13321799812
470,46994.1428839078
471,46993.64091833334
472,46993.64128760502
473,46993.64128760502
474,46994.480760043814
475,46994.229665681574
476,46994.1428839078
477,46997.81068136759
478,46994.34959031569
479,46993.64128760502
480,46994.1428839078
481,46997.47280523158
482,46994.80739108581
483,46993.64128760502
484,46996.9712089288
485,46994.80739108581
486,46993.64091833334
487,46994.20776791524
488,46994.142514636114
489,46994.1428839078
490,46993.64091833334
491,47001.631621695335
492,46994.142514636114
493,46998.22120800424
494,46993.64091833334
495,46994.48039077213
496,46995.14526722182
497,46993.564789231874
498,46993.64091833334
499,47001.631621695335
500,46993.64128760502
501,46993.64128760502
502,46996.9712089288
503,46994.1428839078
504,46993.64091833334
505,46993.81196497344
506,46994.30579478303
507,46993.64128760502
508,46993.64091833334
509,46993.64128760502
510,46997.47280523158
511,46994.142514636114
512,46993.64128760502
513,46993.64091833334
514,46995.14526722182
515,47001.631621695335
516,46994.1428839078
517,46993.64128760502
518,47001.631621695335
519,46994.142514636114
520,46993.64128760502
521,46994.1428839078
522,46994.1428839078
523,46994.142514636114
524,47001.631621695335
525,46993.64128760502
526,46997.01500446145
527,46994.1428839078
528,46994.30579478303
529,46994.30579478303
530,46993.64128760502
531,46994.1428839078
532,46994.80739108581
533,46994.89128668046
534,46994.89128668046
535,46993.64128760502
536,46994.80739108581
537,46994.480760043814
538,46995.14526722182
539,46994.30579478303
540,46993.64128760502
541,46994.1428839078
542,46994.48039077213
543,46994.30579478303
544,46993.64128760502
545,46993.64128760502
546,46993.64128760502
547,46994.80739108581
548,46994.1428839078
549,46994.1428839078
550,46994.30579478303
551,46993.68508313767
552,46994.142514636114
553,46994.80739108581
554,46993.64128760502
555,46994.1428839078
556,46994.48039077213
557,46994.30579478303
558,46994.142514636114
559,46996.9712089288
560,46993.64091833334
561,46994.80739108581
562,46994.1428839078
563,46993.81196497344
564,46993.81196497344
565,46994.89128668046
566,46996.9712089288
567,46993.64091833334
568,46997.47280523158
569,46993.64128760502
570,46994.1428839078
571,46994.1428839078
572,46994.1428839078
573,46994.89128668046
574,46994.1428839078
575,46993.64128760502
576,46993.54289146555
577,46993.64128760502
578,47001.631621695335
579,47002.13321799812
580,46994.1428839078
581,46994.80739108581
582,46994.1428839078
583,47002.471094134125
584,46994.1428839078
585,46994.1428839078
586,46994.1428839078
587,46994.80739108581
588,46994.1428839078
589,46993.64128760502
590,46996.9712089288
591,46994.1428839078
592,46993.68471386599
593,46993.68508313767
594,46993.64091833334
595,46996.9712089288
596,46997.81068136759
597,46996.895079827336
598,46993.56515850356
599,46993.64128760502
600,46994.1428839078
601,46994.34959031569
602,46993.64128760502
603,46994.80739108581
604,46994.30579478303
605,46993.64091833334
606,46993.64128760502
607,46993.64091833334
608,46994.30579478303
609,46993.64128760502
610,46995.14526722182
611,46993.81196497344
612,46993.64128760502
613,46994.1428839078
614,46998.22120800424
615,46993.64128760502
616,46993.64128760502
617,46994.1428839078
618,46995.14526722182
619,46993.64091833334
620,46994.30579478303
621,46993.64128760502
622,46994.80739108581
623,46993.64128760502
624,46993.81196497344
625,46993.64128760502
626,46993.64128760502
627,46993.64128760502
628,47001.10627818424
629,46993.543260737235
630,46994.80739108581
631,46994.80739108581
632,46995.14526722182
633,46994.89128668046
634,46994.1428839078
635,46993.64128760502
636,46994.30579478303
637,46994.80739108581
638,46994.30579478303
639,46993.64128760502
640,46994.1428839078
641,46993.64128760502
642,46993.64128760502
643,46993.64128760502
644,46994.30579478303
645,46993.543260737235
646,46994.229665681574
647,46994.1428839078
648,46993.64128760502
649,46994.30579478303
650,46993.64128760502
651,46993.64128760502
652,46993.64128760502
653,46993.64091833334
654,46994.480760043814
655,46994.30579478303
656,46997.01500446145
657,46993.64091833334
658,46994.1428839078
659,46993.81196497344
660,46994.142514636114
661,46994.30579478303
662,46993.64091833334
663,46994.142514636114
664,46994.1428839078
665,46994.1428839078
666,46994.1428839078
667,46994.80739108581
668,46994.480760043814
669,46994.48039077213
670,46996.9712089288
671,46993.64128760502
672,46994.30579478303
673,46993.64128760502
674,46993.64128760502
675,46994.1428839078
676,46993.64128760502
677,46993.64091833334
678,46994.1428839078
679,47000.35787541158
680,46993.64091833334
681,46994.1428839078
682,46994.80739108581
683,46993.64091833334
684,46994.1428839078
685,46994.1428839078
686,46993.64091833334
687,46993.64091833334
688,46994.480760043814
689,46993.64128760502
690,46993.64091833334
691,46993.64128760502
692,46994.1428839078
693,47001.631621695335
694,46994.1428839078
695,46994.1428839078
696,46994.142514636114
697,46996.9712089288
698,46993.64128760502
699,46993.64091833334
700,46994.1428839078
701,46994.142514636114
702,46994.36401702878
703,46993.64091833334
704,47002.471094134125
705,46993.64128760502
706,46993.64091833334
707,46994.1428839078
708,46993.64128760502
709,46993.64128760502
710,46994.30579478303
711,47000.35787541158
712,46993.64128760502
713,46995.861481335334
714,46995.861481335334
715,46994.89128668046
716,46996.36307763811
717,46993.64128760502
718,46994.80739108581
719,46994.30579478303
720,46993.64128760502
721,46993.64128760502
722,46994.30579478303
723,46995.14526722182
724,46993.543260737235
725,46994.1428839078
726,46993.64128760502
727,46993.64128760502
728,46993.64128760502
729,46994.1428839078
730,46993.86242072601
731,46993.64128760502
732,46993.64128760502
733,46993.64128760502
734,46993.64128760502
735,46994.1428839078
736,46994.20469642667
737,46994.606650720685
738,46993.443033697906
739,46996.750037653146
740,46993.675996927785
741,46995.327548367524
742,46995.65348444577
743,46994.7753714991
744,46996.689350349145
745,46993.96123363273
746,46994.80739108581
747,46993.274312919486
748,46996.64291941918
749,46995.31058161798
750,46996.64291941918
751,46993.27129173832
752,46993.60184140099
753,46997.02102415742
754,46994.70460457987
755,46995.20049181072
756,46993.675996927785
757,46993.525302405134
758,46996.03694238106
759,46994.205065698356
760,46993.81196497344
761,46998.17418796522
762,46994.99063667869
763,46994.1428839078
764,46993.36018389928
765,46993.85124032867
766,46995.03552351423
767,46997.018422925066
768,46993.85124032867
769,46994.7542232309
770,46993.525302405134
771,46996.882414359454
772,46993.995210566325
773,46993.525302405134
774,46995.98440338013
775,46996.0229968127
776,46996.689350349145
777,46994.0405282839
778,46994.478318509886
779,46997.172769098375
780,46994.48039077213
781,46993.274312919486
782,46996.30600773035
783,46993.274312919486
784,46994.994288329355
785,46996.84185016402
786,46993.81159570176
787,46994.7542232309
788,46997.355334613894
789,46995.32520726371
790,46994.70460457987
791,46996.84185016402
792,46993.29488009629
793,46993.4218854297
794,46994.7542232309
795,46996.35391574706
796,46995.773868170734
797,46993.995210566325
798,46993.55249303568
799,46995.98403410844
800,46995.20049181072
801,46994.994288329355
802,46993.274312919486
803,46994.32612950068
804,46993.36018389928
805,46995.18357812987
806,46995.65348444577
807,46996.84185016402
808,46995.32520726371
809,46993.65532891971
810,46993.4218854297
811,46993.995210566325
812,46994.1428839078
813,46997.355334613894
814,46993.81196497344
815,46998.17418796522
816,46994.1428839078
817,46994.181789991344
818,46996.62480142007
819,46995.18357812987
820,46997.47280523158
821,46996.32662613055
822,46993.69110283364
823,46996.41911871878
824,46994.32168245615
825,46994.53598463271
826,46995.03595439626
827,46996.750037653146
828,46994.441530369535
829,46994.299369752174
830,46994.478318509886
831,46993.81196497344
832,46994.21884657212
833,46994.29030620866
834,46993.27129173832
835,47001.350517989595
836,46993.4218854297
837,46993.30394363981
838,46994.84666644104
839,46996.35391574706
840,46995.18357812987
841,46994.41731154207
842,46993.75280436406
843,46996.35391574706
844,46993.55249303568
845,46993.443033697906
846,46994.80739108581
847,46998.17418796522
848,47003.31554135402
849,46996.84185016402
850,46994.26671785068
851,46993.602210672674
852,46996.03694238106
853,46994.205065698356
854,46994.04015901221
855,46994.371447218255
856,46995.65348444577
857,46994.205065698356
858,46993.274312919486
859,46995.641500552345
860,46995.18357812987
861,46993.60523185384
862,46996.41911871878
863,46993.303574368125
864,46993.995210566325
865,46994.80739108581
866,46999.988944136036
867,46994.606650720685
868,46994.0405282839
869,46993.525302405134
870,46997.77145169331
871,46994.142514636114
872,46995.37286608509
873,46995.98440338013
874,46996.648910558135
875,46996.648910558135
876,46993.68819264091
877,47002.03086237421
878,46997.370449607675
879,46994.0405282839
880,46994.994288329355
881,46994.371447218255
882,46993.443033697906
883,46994.205065698356
884,46995.65348444577
885,46996.41911871878
886,46994.0405282839
887,46993.85622133949
888,46993.85622133949
889,46994.441530369535
890,46993.81196497344
891,46993.81196497344
892,46993.81196497344
893,46995.327548367524
894,46994.26973903186
895,46993.6885619126
896,46993.29488009629
897,46994.1428839078
898,46996.98582224696
899,46994.441530369535
900,46995.03552351423
901,46993.55249303568
902,46994.704235308185
903,46997.18116165245
904,47001.28521418661
905,46995.537403499555
906,46993.602210672674
907,46993.36018389928
908,46993.65532891971
909,46995.37286608509
910,46997.83727627638
911,46995.03595439626
912,46996.750037653146
913,46994.205065698356
914,46993.6885619126
915,46994.857640206326
916,46995.773868170734
917,46993.29488009629
918,46999.84985407795
919,46993.6885619126
920,46993.55249303568
921,46993.63486257417
922,46994.98766672091
923,46999.82022335762
924,46994.32612950068
925,46993.625799030655
926,46994.994288329355
927,46993.88341197003
928,46993.27092246663
929,46993.88341197003
930,46994.1428839078
931,46995.10788390598
932,46995.65348444577
933,46993.6885619126
934,46994.89128668046
935,46995.31058161798
936,46993.443033697906
937,46994.994288329355
938,46995.020899713796
939,47002.13321799812
940,46994.1428839078
941,46993.564789231874
942,46996.41911871878
943,46996.84185016402
944,46994.009585171436
945,46994.205065698356
946,46993.525302405134
947,46993.443033697906
948,46993.443033697906
949,46993.6885619126
950,46994.994288329355
951,46993.34507799342
952,46993.55249303568
953,46994.70460457987
954,46993.995210566325
955,46993.36018389928
956,46994.01143152986
957,46994.18980958314
958,46996.41911871878
959,46993.85124032867
960,46995.65348444577
961,46993.81196497344
962,46994.86957287636
963,46994.0405282839
964,46994.0405282839
965,46993.525302405134
966,46993.65532891971
967,46993.65532891971
968,46993.4218854297
969,46993.36018389928
970,46993.30394363981
971,46994.67741579462
972,46993.29488009629
973,46994.441530369535
974,46994.70460457987
975,46996.0229968127
976,46995.65348444577
977,46993.81196497344
978,46993.30394363981
979,46994.009585171436
980,46993.36018389928
981,46993.81196497344
982,46995.20049181072
983,46993.34507799342
984,46993.6885619126
985,46994.0405282839
986,46993.935798916325
987,46993.525302405134
988,46994.994288329355
989,46993.935798916325
990,46995.31058161798
991,46994.47647215145
992,46994.086392607715
993,46994.0405282839
994,46993.81196497344
995,46993.525302405134
996,46993.85124032867
997,46995.65348444577
998,46995.36911175788
999,46993.525302405134
1000,46994.10754087591
1001,46993.6885619126
1002,46993.34507799342
1003,46994.205065698356
1004,46993.6885619126
1005,46994.35491544904
1006,46993.85124032867
1007,46995.31058161798
1008,46993.65532891971
1009,46994.319836097726
1010,46993.27129173832
1011,46995.65879550736
1012,46994.70460457987
1013,46993.6885619126
1014,46994.1428839078
1015,46993.959387274306
1016,46995.975088795996
1017,46994.10754087591
1018,46994.705035461906
1019,46994.205065698356
1020,46994.47647215145
1021,46993.4218854297
1022,46994.80739108581
1023,46995.36911175788
1024,46995.36911175788
1025,46994.18980958314
1026,46993.30394363981
1027,46994.1428839078
1028,46994.02469107729
1029,46993.55249303568
1030,46993.29488009629
1031,46993.274312919486
1032,46994.0405282839
1033,46993.65532891971
1034,46994.70688182034
1035,46994.67741579462
1036,46994.705035461906
1037,46994.47647215145
1038,46994.19165594158
1039,46994.086392607715
1040,46993.935798916325
1041,46994.217000213685
1042,46995.65348444577
1043,46993.96123363273
1044,46996.319837982206
1045,46994.70460457987
1046,46994.32168245615
1047,46993.602210672674
1048,46994.01948084696
1049,46994.7724493039
1050,46998.10237062767
1051,46994.67741579462
1052,46993.29488009629
1053,46993.995210566325
1054,46997.414544831154
1055,46993.986247854074
1056,46993.63486257417
1057,46993.63486257417
1058,46997.355334613894
1059,46997.65605082446
1060,46993.274312919486
1061,46994.7753714991
1062,46994.84666644104
1063,46993.294510824606
1064,46995.65348444577
1065,46993.443033697906
1066,46995.65348444577
1067,46998.98340576954
1068,46997.10387395604
1069,46994.89128668046
1070,47003.64381853608
1071,46993.274312919486
1072,46993.6885619126
1073,46994.0405282839
1074,46996.41911871878
1075,46994.205065698356
1076,46994.205065698356
1077,46994.35561001165
1078,46993.344708721736
1079,47002.1993948839
1080,46994.01948084696
1081,46993.81196497344
1082,46994.371447218255
1083,46995.327548367524
1084,47001.85649205612
1085,46994.0405282839
1086,46993.995210566325
1087,46993.65532891971
1088,46996.62480142007
1089,46994.18215926303
1090,46994.08823896614
1091,46994.1428839078
1092,46995.31058161798
1093,46994.205065698356
1094,46993.274312919486
1095,46997.34940217073
1096,46994.884830836876
1097,46993.65532891971
1098,46993.44266442622
1099,46994.205065698356
1100,46994.34050410579
1101,46996.750037653146
1102,46994.692521700475
1103,46993.6885619126
1104,46993.36018389928
1105,46993.6885619126
1106,46993.65532891971
1107,46995.14430277464
1108,46995.020899713796
1109,46994.0405282839
1110,46997.50820370046
1111,46993.625799030655
1112,46994.205065698356
1113,46996.84185016402
1114,46996.35354647537
1115,46993.443033697906
1116,46995.31058161798
1117,46994.0405282839
1118,46996.98582224696
1119,46993.34507799342
1120,46995.98440338013
1121,46996.0229968127
1122,47004.4094528091
1123,46996.772955021675
1124,46994.7724493039
1125,46994.53598463271
1126,46994.37107794657
1127,46994.0405282839
1128,46994.441530369535
1129,46994.32612950068
1130,46993.3598146276
1131,47000.35787541158
1132,46995.98971444172
1133,46993.525302405134
1134,46995.700030692235
1135,46993.77395263226
1136,46994.19165594158
1137,47000.35787541158
1138,46994.1428839078
1139,46993.85087105699
1140,46994.1428839078
1141,46993.55212376399
1142,47002.19539978867
1143,46994.01143152986
1144,46994.35561001165
1145,46999.3143247039
1146,46994.98766672091
1147,47002.984622419666
1148,47002.96502915692
1149,46995.37095811631
1150,46997.414544831154
1151,46993.36018389928
1152,46993.675996927785
1153,46993.34507799342
1154,46995.020899713796
1155,46994.32612950068
1156,46995.327548367524
1157,46993.55249303568
1158,47004.83218425433
1159,46995.65348444577
1160,46993.88341197003
1161,46993.88341197003
1162,46994.70460457987
1163,46994.70460457987
1164,46994.10938723435
1165,46995.98971444172
1166,46993.56515850356
1167,46997.018422925066
1168,46994.142514636114
1169,46993.525302405134
1170,46993.85124032867
1171,46993.65532891971
1172,46994.70460457987
1173,46993.4218854297
1174,46994.026537435726
1175,46997.172769098375
1176,46997.172769098375
1177,46994.371447218255
1178,46996.03694238106
1179,46996.41911871878
1180,46994.994288329355
1181,46994.636281441
1182,46993.995210566325
1183,46993.36018389928
1184,46996.03694238106
1185,46996.75180675348
1186,46995.18357812987
1187,46993.525302405134
1188,46995.31058161798
1189,46994.01143152986
1190,46993.85124032867
1191,46994.371447218255
1192,46994.371447218255
1193,46994.0405282839
1194,46996.750037653146
1195,46994.205065698356
1196,46994.70460457987
1197,46993.60523185384
1198,47000.54112100446
1199,46994.98766672091
1200,46994.80739108581
1201,47002.69493867018
1202,46993.27129173832
1203,46994.181789991344
1204,46994.18215926303
1205,46995.32520726371
1206,46993.443033697906
1207,46996.35391574706
1208,46993.443033697906
1209,46993.855852067805
1210,46994.60362953951
1211,46994.7542232309
1212,46995.37095811631
1213,46994.62721789749
1214,46993.52493313345
1215,46993.602210672674
1216,47001.2646470098
1217,46996.41911871878
1218,46993.4218854297
1219,46993.27129173832
1220,46994.994288329355
1221,46993.29488009629
1222,46993.525302405134
1223,46994.205065698356
1224,46995.537403499555
1225,46993.27129173832
1226,46993.55249303568
1227,46997.316169177844
1228,46996.84185016402
1229,46994.884830836876
1230,46997.50820370046
1231,46994.1428839078
1232,46993.36018389928
1233,46993.88341197003
1234,46996.35391574706
1235,46994.1428839078
1236,46994.62721789749
1237,46994.60362953951
1238,47003.3009157083
1239,46993.443033697906
1240,46993.88304269835
1241,46993.29488009629
1242,46994.65971774433
1243,46994.441530369535
1244,46993.443033697906
1245,46993.55249303568
1246,46993.85124032867
1247,46994.441530369535
1248,46993.34507799342
1249,46996.41911871878
1250,46996.0229968127
1251,46993.85124032867
1252,46994.70460457987
1253,46993.4218854297
1254,46993.55249303568
1255,46993.81196497344
1256,46993.81196497344
1257,46993.55249303568
1258,46993.81196497344
1259,46993.4218854297
1260,46993.4218854297
1261,46996.31799162378
1262,46993.34507799342
1263,46994.441530369535
1264,46993.274312919486
1265,46994.884830836876
1266,46993.995210566325
1267,46995.31058161798
1268,46994.441530369535
1269,46994.441530369535
1270,46994.1428839078
1271,46994.1428839078
1272,46994.205065698356
1273,46993.30394363981
1274,46994.994288329355
1275,46995.436956481906
1276,46994.99063667869
1277,46993.36018389928
1278,46993.443033697906
1279,46993.995210566325
1280,46995.773868170734
1281,46993.30394363981
1282,46996.84185016402
1283,46994.86957287636
1284,46994.19165594158
1285,46994.35306909061
1286,46997.50635734203
1287,46994.70460457987
1288,46995.10603754755
1289,46995.31058161798
1290,46993.274312919486
1291,46993.274312919486
1292,46993.96123363273
1293,46995.975088795996
1294,46994.705035461906
1295,46997.0836258968
1296,46995.975088795996
1297,46994.319836097726
1298,46993.96845081782
1299,46993.995210566325
1300,46993.27129173832
1301,46995.65348444577
1302,46994.217000213685
1303,46994.51574750668
1304,46993.36018389928
1305,46994.02469107729
1306,46997.50635734203
1307,46994.65971774433
1308,46996.84185016402
1309,46994.441530369535
1310,46994.478318509886
1311,46993.81196497344
1312,46993.36018389928
1313,46994.70460457987
1314,46994.026537435726
1315,46994.18980958314
1316,46993.27129173832
1317,46995.65348444577
1318,46994.319836097726
1319,46996.84185016402
1320,46993.443033697906
1321,46994.086392607715
1322,46994.705035461906
1323,46994.636281441
1324,46994.47647215145
1325,46993.29488009629
1326,46993.55249303568
1327,46994.08823896614
1328,46996.0229968127
1329,46993.94066645593
1330,46993.274312919486
1331,46995.310212346296
1332,47000.234472350734
1333,46994.205065698356
1334,46994.636281441
1335,46994.62721789749
1336,46993.63486257417
1337,46993.81196497344
1338,46996.0229968127
1339,46994.517593865115
1340,46994.99063667869
1341,46993.81196497344
1342,46994.66156410277
1343,46993.27129173832
1344,46998.17418796522
1345,46994.994288329355
1346,46994.1428839078
1347,46995.65348444577
1348,46994.70460457987
1349,47001.515636495446
1350,46994.98766672091
1351,46996.32662613055
1352,46993.68508313767
1353,46993.4218854297
1354,46997.75145651998
1355,47001.350517989595
1356,46994.53598463271
1357,46993.36018389928
1358,46995.020899713796
1359,46994.0405282839
1360,46994.98766672091
1361,46993.274312919486
