FECHA_CORTE,ANIO_EJEC,SECTOR,PLIEGO,UNIDAD_EJECUTORA,SEC_EJEC,PROGRAMA_PPTAL,TIPO_PROD_PROY,PRODUCTO_PROYECTO,TIPO_ACT_OBRA_ACCINV,ACT_OBRA_ACCINV,FUNCION,DIVISION_FN,GRUPO_FN,META,FINALIDAD,UNIDAD_MEDIDA,CANT_META_ANUAL,CANT_META_SEM,AVAN_FISICO_ANUAL,AVAN_FISICO_SEM,SEC_FUNC,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,FUENTE_FINANC,RUBRO,CATEGORIA_GASTO,TIPO_TRANSACCION,GENERICA,SUBGENERICA,SUBGENERICA_DET,ESPECIFICA,ESPECIFICA_DET,MTO_PIA,MTO_MODIFICACIONES,MTO_PIM,MTO_CERTIFICADO,MTO_COMPRO_ANUAL,MTO_AT_COMP_01,MTO_AT_COMP_02,MTO_AT_COMP_03,MTO_AT_COMP_04,MTO_AT_COMP_05,MTO_AT_COMP_06,MTO_AT_COMP_07,MTO_AT_COMP_08,MTO_AT_COMP_09,MTO_AT_COMP_10,MTO_AT_COMP_11,MTO_AT_COMP_12,MTO_DEVENGA_01,MTO_DEVENGA_02,MTO_DEVENGA_03,MTO_DEVENGA_04,MTO_DEVENGA_05,MTO_DEVENGA_06,MTO_DEVENGA_07,MTO_DEVENGA_08,MTO_DEVENGA_09,MTO_DEVENGA_10,MTO_DEVENGA_11,MTO_DEVENGA_12,MTO_GIRADO_01,MTO_GIRADO_02,MTO_GIRADO_03,MTO_GIRADO_04,MTO_GIRADO_05,MTO_GIRADO_06,MTO_GIRADO_07,MTO_GIRADO_08,MTO_GIRADO_09,MTO_GIRADO_10,MTO_GIRADO_11,MTO_GIRADO_12,MTO_PAGADO_01,MTO_PAGADO_02,MTO_PAGADO_03,MTO_PAGADO_04,MTO_PAGADO_05,MTO_PAGADO_06,MTO_PAGADO_07,MTO_PAGADO_08,MTO_PAGADO_09,MTO_PAGADO_10,MTO_PAGADO_11,MTO_PAGADO_12,
20230201,2023,40. DESARROLLO E INCLUSION SOCIAL,040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS,1674,9001.ACCIONES CENTRALES,3.PRODUCTO,3999999.SIN PRODUCTO,5.ACTIVIDAD,5000003.GESTION ADMINISTRATIVA,23.PROTECCION SOCIAL,006.GESTION,0008.ASESORAMIENTO Y APOYO,14,0000888.GESTION ADMINISTRATIVA,00248.REPORTE,0,6,0,6,17,LORETO,MAYNAS,MULTIDISTRITAL,160199,1.RECURSOS ORDINARIOS,00.RECURSOS ORDINARIOS,5.GASTOS CORRIENTES,2.GASTOS PRESUPUESTARIOS,3.BIENES Y SERVICIOS,2.CONTRATACION DE SERVICIOS,7.SERVICIOS PROFESIONALES Y TECNICOS,11.OTROS SERVICIOS,99.SERVICIOS DIVERSOS,17709,6200,23909,23909,23909,1500,2080,2370,3115,1425.7,2284.79,885,4040,0,0,5100,1108.51,1500,2080,2370,3115,1425.7,2284.79,885,4040,0,0,5100,1108.51,1500,2080,2370,3115,1425.7,2284.79,885,4040,0,0,1600,4608.51,1500,2080,2370,3115,1425.7,2284.79,885,4040,0,0,5100,5100,
20230201,2023,40. DESARROLLO E INCLUSION SOCIAL,040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS,1674,9002.ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,3.PRODUCTO,3999999.SIN PRODUCTO,5.ACTIVIDAD,5002358.GESTION DE LAS PRESTACIONES SOCIALES,23.PROTECCION SOCIAL,051.ASISTENCIA SOCIAL,0114.DESARROLLO DE CAPACIDADES SOCIALES Y ECONOMICAS,21,0235454.MANTENIMIENTO Y OPERATIVIDAD DE LAS PLATAFORMAS DE SERVICIOS FIJOS (TAMBOS),00043.ESTABLECIMIENTO,0,9,0,9,58,PASCO,PASCO,MULTIDISTRITAL,190199,1.RECURSOS ORDINARIOS,00.RECURSOS ORDINARIOS,5.GASTOS CORRIENTES,2.GASTOS PRESUPUESTARIOS,3.BIENES Y SERVICIOS,1.COMPRA DE BIENES,6.REPUESTOS Y ACCESORIOS,1.REPUESTOS Y ACCESORIOS,4.DE SEGURIDAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20230201,2023,40. DESARROLLO E INCLUSION SOCIAL,040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS,1674,9001.ACCIONES CENTRALES,3.PRODUCTO,3999999.SIN PRODUCTO,5.ACTIVIDAD,5000003.GESTION ADMINISTRATIVA,23.PROTECCION SOCIAL,006.GESTION,0008.ASESORAMIENTO Y APOYO,3,0000888.GESTION ADMINISTRATIVA,00248.REPORTE,0,6,0,6,6,ANCASH,HUARAZ,MULTIDISTRITAL,20199,1.RECURSOS ORDINARIOS,00.RECURSOS ORDINARIOS,5.GASTOS CORRIENTES,2.GASTOS PRESUPUESTARIOS,3.BIENES Y SERVICIOS,2.CONTRATACION DE SERVICIOS,"2.SERVICIOS BASICOS, COMUNICACIONES, PUBLICIDAD Y DIFUSION",2.SERVICIOS DE TELEFONIA E INTERNET,3.SERVICIO DE INTERNET,121347,14355,135702,135701.11,135701.11,0,13050.57,122650.54,0,0,0,0,0,0,0,0,0,0,1087.55,14178.3,1087.55,49717.3,1087.55,18930.73,10082.17,10082.17,10082.17,10082.17,9283.45,0,1087.55,1087.55,14178.3,1087.55,49717.3,10082.17,18930.73,1087.55,19076.79,10082.17,9283.45,0,13050.57,122650.54,0,0,0,0,0,0,0,0,0,
20230201,2023,40. DESARROLLO E INCLUSION SOCIAL,040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS,1674,9001.ACCIONES CENTRALES,3.PRODUCTO,3999999.SIN PRODUCTO,5.ACTIVIDAD,5000003.GESTION ADMINISTRATIVA,23.PROTECCION SOCIAL,006.GESTION,0008.ASESORAMIENTO Y APOYO,2,0000888.GESTION ADMINISTRATIVA,00248.REPORTE,0,6,0,6,5,AMAZONAS,CHACHAPOYAS,MULTIDISTRITAL,10199,1.RECURSOS ORDINARIOS,00.RECURSOS ORDINARIOS,5.GASTOS CORRIENTES,2.GASTOS PRESUPUESTARIOS,3.BIENES Y SERVICIOS,2.CONTRATACION DE SERVICIOS,1.VIAJES,2.VIAJES DOMESTICOS,2.VIATICOS Y ASIGNACIONES POR COMISION DE SERVICIO,552,245,797,797,797,180,0,215,0,0,152,0,0,0,250,0,0,180,0,215,0,0,152,0,0,0,300,0,-50,180,0,215,0,0,0,152,0,0,300,0,-50,180,0,215,0,0,152,0,0,0,300,0,0,
20230201,2023,40. DESARROLLO E INCLUSION SOCIAL,040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS,1674,9001.ACCIONES CENTRALES,3.PRODUCTO,3999999.SIN PRODUCTO,5.ACTIVIDAD,5000003.GESTION ADMINISTRATIVA,23.PROTECCION SOCIAL,006.GESTION,0008.ASESORAMIENTO Y APOYO,19,0000888.GESTION ADMINISTRATIVA,00248.REPORTE,0,6,0,6,22,SAN MARTIN,MOYOBAMBA,MULTIDISTRITAL,220199,1.RECURSOS ORDINARIOS,00.RECURSOS ORDINARIOS,5.GASTOS CORRIENTES,2.GASTOS PRESUPUESTARIOS,3.BIENES Y SERVICIOS,2.CONTRATACION DE SERVICIOS,8.CONTRATO ADMINISTRATIVO DE SERVICIOS,1.CONTRATO ADMINISTRATIVO DE SERVICIOS,4.AGUINALDOS DE C.A.S.,0,984,984,983.33,983.33,0,0,0,0,0,0,383.33,0,0,0,0,600,0,0,0,0,0,0,383.33,0,0,0,0,600,0,0,0,0,0,0,383.33,0,0,0,0,600,0,0,0,0,0,0,383.33,0,0,0,0,0,
20230201,2023,40. DESARROLLO E INCLUSION SOCIAL,040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS,1674,9001.ACCIONES CENTRALES,3.PRODUCTO,3999999.SIN PRODUCTO,5.ACTIVIDAD,5000003.GESTION ADMINISTRATIVA,23.PROTECCION SOCIAL,006.GESTION,0008.ASESORAMIENTO Y APOYO,18,0000888.GESTION ADMINISTRATIVA,00248.REPORTE,0,6,0,6,21,PUNO,PUNO,MULTIDISTRITAL,210199,1.RECURSOS ORDINARIOS,00.RECURSOS ORDINARIOS,5.GASTOS CORRIENTES,2.GASTOS PRESUPUESTARIOS,3.BIENES Y SERVICIOS,2.CONTRATACION DE SERVICIOS,8.CONTRATO ADMINISTRATIVO DE SERVICIOS,1.CONTRATO ADMINISTRATIVO DE SERVICIOS,2.CONTRIBUCIONES A ESSALUD DE C.A.S.,4666,346,5012,5012,5012,400.96,400.96,400.96,400.96,400.96,400.96,601.44,400.96,400.96,400.96,400.96,400.96,400.96,400.96,400.96,400.96,400.96,400.96,601.44,400.96,400.96,400.96,400.96,400.96,400.96,400.96,400.96,400.96,400.96,400.96,400.96,601.44,400.96,400.96,400.96,400.96,400.96,400.96,400.96,400.96,400.96,400.96,601.44,400.96,400.96,400.96,400.96,400.96,
20230201,2023,40. DESARROLLO E INCLUSION SOCIAL,040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS,1674,9001.ACCIONES CENTRALES,3.PRODUCTO,3999999.SIN PRODUCTO,5.ACTIVIDAD,5000003.GESTION ADMINISTRATIVA,23.PROTECCION SOCIAL,006.GESTION,0008.ASESORAMIENTO Y APOYO,9,0000888.GESTION ADMINISTRATIVA,00248.REPORTE,0,6,0,6,12,CUSCO,CUSCO,MULTIDISTRITAL,80199,1.RECURSOS ORDINARIOS,00.RECURSOS ORDINARIOS,5.GASTOS CORRIENTES,2.GASTOS PRESUPUESTARIOS,3.BIENES Y SERVICIOS,2.CONTRATACION DE SERVICIOS,7.SERVICIOS PROFESIONALES Y TECNICOS,11.OTROS SERVICIOS,99.SERVICIOS DIVERSOS,6095,-405,5690,5690,5690,1700,0,0,0,1140,860,0,55,570,0,0,1365,1700,0,0,0,1140,860,0,55,570,0,0,1365,1700,0,0,0,1140,0,860,55,570,0,0,1365,1700,0,0,0,1140,860,0,55,570,0,0,0,
20230201,2023,40. DESARROLLO E INCLUSION SOCIAL,040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS,1674,9001.ACCIONES CENTRALES,3.PRODUCTO,3999999.SIN PRODUCTO,5.ACTIVIDAD,5000003.GESTION ADMINISTRATIVA,23.PROTECCION SOCIAL,006.GESTION,0008.ASESORAMIENTO Y APOYO,13,0000888.GESTION ADMINISTRATIVA,00248.REPORTE,0,6,0,6,16,LA LIBERTAD,TRUJILLO,MULTIDISTRITAL,130199,1.RECURSOS ORDINARIOS,00.RECURSOS ORDINARIOS,5.GASTOS CORRIENTES,2.GASTOS PRESUPUESTARIOS,3.BIENES Y SERVICIOS,2.CONTRATACION DE SERVICIOS,1.VIAJES,2.VIAJES DOMESTICOS,2.VIATICOS Y ASIGNACIONES POR COMISION DE SERVICIO,6026,224,6250,6250,6250,600,0,0,250,0,262,0,100,1902,450,0,2686,600,0,0,250,0,570,-308,100,1980,514,0,2544,600,0,0,0,250,570,-308,100,1980,514,0,2544,600,0,0,250,0,570,0,100,1980,514,0,0,
20230201,2023,40. DESARROLLO E INCLUSION SOCIAL,040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS,1674,9002.ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,3.PRODUCTO,3999999.SIN PRODUCTO,5.ACTIVIDAD,5002358.GESTION DE LAS PRESTACIONES SOCIALES,23.PROTECCION SOCIAL,051.ASISTENCIA SOCIAL,0114.DESARROLLO DE CAPACIDADES SOCIALES Y ECONOMICAS,18,0235454.MANTENIMIENTO Y OPERATIVIDAD DE LAS PLATAFORMAS DE SERVICIOS FIJOS (TAMBOS),00043.ESTABLECIMIENTO,0,38,0,40,55,LORETO,MAYNAS,MULTIDISTRITAL,160199,1.RECURSOS ORDINARIOS,00.RECURSOS ORDINARIOS,5.GASTOS CORRIENTES,2.GASTOS PRESUPUESTARIOS,3.BIENES Y SERVICIOS,2.CONTRATACION DE SERVICIOS,"2.SERVICIOS BASICOS, COMUNICACIONES, PUBLICIDAD Y DIFUSION",2.SERVICIOS DE TELEFONIA E INTERNET,3.SERVICIO DE INTERNET,0,292726,292726,292725.83,292725.83,0,0,37109.32,0,76120.82,0,82680.24,0,52111.19,35061.25,0,9643.01,0,0,14891.44,22217.88,18064.82,58056,0,69563.36,39143.92,28478.05,19931.02,22379.34,0,0,0,37109.32,0,18064.82,58056,69563.36,39143.92,28478.05,19931.02,22379.34,0,0,37109.32,0,76120.82,0,82680.24,0,52111.19,35061.25,0,0,
20230201,2023,40. DESARROLLO E INCLUSION SOCIAL,040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS,1674,9002.ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,3.PRODUCTO,3999999.SIN PRODUCTO,5.ACTIVIDAD,5002358.GESTION DE LAS PRESTACIONES SOCIALES,23.PROTECCION SOCIAL,051.ASISTENCIA SOCIAL,0114.DESARROLLO DE CAPACIDADES SOCIALES Y ECONOMICAS,5,0235454.MANTENIMIENTO Y OPERATIVIDAD DE LAS PLATAFORMAS DE SERVICIOS FIJOS (TAMBOS),00043.ESTABLECIMIENTO,0,18,0,19,42,ANCASH,HUARAZ,MULTIDISTRITAL,20199,1.RECURSOS ORDINARIOS,00.RECURSOS ORDINARIOS,5.GASTOS CORRIENTES,2.GASTOS PRESUPUESTARIOS,3.BIENES Y SERVICIOS,2.CONTRATACION DE SERVICIOS,8.CONTRATO ADMINISTRATIVO DE SERVICIOS,1.CONTRATO ADMINISTRATIVO DE SERVICIOS,10.OTROS BONOS EXTRAORDINARIOS,0,10800,10800,10800,10800,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,
20230201,2023,40. DESARROLLO E INCLUSION SOCIAL,040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS,1674,9001.ACCIONES CENTRALES,3.PRODUCTO,3999999.SIN PRODUCTO,5.ACTIVIDAD,5000003.GESTION ADMINISTRATIVA,23.PROTECCION SOCIAL,006.GESTION,0008.ASESORAMIENTO Y APOYO,19,0000888.GESTION ADMINISTRATIVA,00248.REPORTE,0,6,0,6,22,SAN MARTIN,MOYOBAMBA,MULTIDISTRITAL,220199,1.RECURSOS ORDINARIOS,00.RECURSOS ORDINARIOS,5.GASTOS CORRIENTES,2.GASTOS PRESUPUESTARIOS,3.BIENES Y SERVICIOS,2.CONTRATACION DE SERVICIOS,1.VIAJES,2.VIAJES DOMESTICOS,1.PASAJES Y GASTOS DE TRANSPORTE,200,1488,1688,1688,1688,200,0,0,0,0,0,0,360,28,1030,0,70,200,0,0,0,0,0,0,360,28,1030,0,70,200,0,0,0,0,0,0,360,28,1030,0,70,200,0,0,0,0,0,0,360,28,1030,0,0,
20230201,2023,40. DESARROLLO E INCLUSION SOCIAL,040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS,1674,9002.ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,3.PRODUCTO,3999999.SIN PRODUCTO,5.ACTIVIDAD,5002358.GESTION DE LAS PRESTACIONES SOCIALES,23.PROTECCION SOCIAL,051.ASISTENCIA SOCIAL,0114.DESARROLLO DE CAPACIDADES SOCIALES Y ECONOMICAS,20,0235454.MANTENIMIENTO Y OPERATIVIDAD DE LAS PLATAFORMAS DE SERVICIOS FIJOS (TAMBOS),00043.ESTABLECIMIENTO,0,2,0,2,57,MOQUEGUA,MARISCAL NIETO,MULTIDISTRITAL,180199,1.RECURSOS ORDINARIOS,00.RECURSOS ORDINARIOS,5.GASTOS CORRIENTES,2.GASTOS PRESUPUESTARIOS,3.BIENES Y SERVICIOS,2.CONTRATACION DE SERVICIOS,8.CONTRATO ADMINISTRATIVO DE SERVICIOS,1.CONTRATO ADMINISTRATIVO DE SERVICIOS,10.OTROS BONOS EXTRAORDINARIOS,0,600,600,600,600,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,
20230201,2023,40. DESARROLLO E INCLUSION SOCIAL,040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS,1674,9001.ACCIONES CENTRALES,3.PRODUCTO,3999999.SIN PRODUCTO,5.ACTIVIDAD,5000003.GESTION ADMINISTRATIVA,23.PROTECCION SOCIAL,006.GESTION,0008.ASESORAMIENTO Y APOYO,4,0000888.GESTION ADMINISTRATIVA,00248.REPORTE,0,6,0,6,7,APURIMAC,ABANCAY,MULTIDISTRITAL,30199,1.RECURSOS ORDINARIOS,00.RECURSOS ORDINARIOS,5.GASTOS CORRIENTES,2.GASTOS PRESUPUESTARIOS,3.BIENES Y SERVICIOS,2.CONTRATACION DE SERVICIOS,7.SERVICIOS PROFESIONALES Y TECNICOS,11.OTROS SERVICIOS,99.SERVICIOS DIVERSOS,11499,5000,16499,16498.5,16498.5,1500,810,1492,1100,350,583,2310,2852,220,346,1284,3651.5,1500,810,1492,1100,350,583,2310,2852,220,346,1284,3651.5,1500,810,1492,1100,350,583,2310,2852,220,346,1284,3651.5,1500,810,1492,1100,350,583,2310,2852,220,346,1284,1284,
20230201,2023,40. DESARROLLO E INCLUSION SOCIAL,040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS,1674,9002.ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,3.PRODUCTO,3999999.SIN PRODUCTO,5.ACTIVIDAD,5002358.GESTION DE LAS PRESTACIONES SOCIALES,23.PROTECCION SOCIAL,051.ASISTENCIA SOCIAL,0114.DESARROLLO DE CAPACIDADES SOCIALES Y ECONOMICAS,20,0235454.MANTENIMIENTO Y OPERATIVIDAD DE LAS PLATAFORMAS DE SERVICIOS FIJOS (TAMBOS),00043.ESTABLECIMIENTO,0,2,0,2,57,MOQUEGUA,MARISCAL NIETO,MULTIDISTRITAL,180199,1.RECURSOS ORDINARIOS,00.RECURSOS ORDINARIOS,5.GASTOS CORRIENTES,2.GASTOS PRESUPUESTARIOS,3.BIENES Y SERVICIOS,1.COMPRA DE BIENES,5.MATERIALES Y  UTILES,"4.ELECTRICIDAD, ILUMINACION Y ELECTRONICA","1.ELECTRICIDAD, ILUMINACION Y ELECTRONICA",248,-248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20230201,2023,40. DESARROLLO E INCLUSION SOCIAL,040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS,1674,9002.ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,3.PRODUCTO,3999999.SIN PRODUCTO,5.ACTIVIDAD,5002358.GESTION DE LAS PRESTACIONES SOCIALES,23.PROTECCION SOCIAL,051.ASISTENCIA SOCIAL,0114.DESARROLLO DE CAPACIDADES SOCIALES Y ECONOMICAS,12,0235454.MANTENIMIENTO Y OPERATIVIDAD DE LAS PLATAFORMAS DE SERVICIOS FIJOS (TAMBOS),00043.ESTABLECIMIENTO,0,51,0,51,49,HUANCAVELICA,HUANCAVELICA,MULTIDISTRITAL,90199,1.RECURSOS ORDINARIOS,00.RECURSOS ORDINARIOS,5.GASTOS CORRIENTES,2.GASTOS PRESUPUESTARIOS,3.BIENES Y SERVICIOS,2.CONTRATACION DE SERVICIOS,8.CONTRATO ADMINISTRATIVO DE SERVICIOS,1.CONTRATO ADMINISTRATIVO DE SERVICIOS,4.AGUINALDOS DE C.A.S.,27000,2130,29130,29130,29130,0,0,0,0,0,0,14003.33,0,0,0,0,15126.67,0,0,0,0,0,0,14003.33,0,0,0,0,15126.67,0,0,0,0,0,0,13703.33,300,0,0,0,15126.67,0,0,0,0,0,0,14003.33,0,0,0,0,0,
20230201,2023,40. DESARROLLO E INCLUSION SOCIAL,040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS,1674,9002.ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,3.PRODUCTO,3999999.SIN PRODUCTO,5.ACTIVIDAD,5002358.GESTION DE LAS PRESTACIONES SOCIALES,23.PROTECCION SOCIAL,051.ASISTENCIA SOCIAL,0114.DESARROLLO DE CAPACIDADES SOCIALES Y ECONOMICAS,4,0235454.MANTENIMIENTO Y OPERATIVIDAD DE LAS PLATAFORMAS DE SERVICIOS FIJOS (TAMBOS),00043.ESTABLECIMIENTO,0,16,0,16,41,AMAZONAS,CHACHAPOYAS,MULTIDISTRITAL,10199,1.RECURSOS ORDINARIOS,00.RECURSOS ORDINARIOS,5.GASTOS CORRIENTES,2.GASTOS PRESUPUESTARIOS,3.BIENES Y SERVICIOS,1.COMPRA DE BIENES,7.ENSERES,1.ENSERES,1.ENSERES,10149,-8567,1582,1581.2,1581.2,0,0,0,0,0,0,0,0,0,1581.2,0,0,0,0,0,0,0,0,0,0,0,0,1581.2,0,0,0,0,0,0,0,0,0,0,0,1581.2,0,0,0,0,0,0,0,0,0,0,1581.2,0,0,
20230201,2023,40. DESARROLLO E INCLUSION SOCIAL,040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS,1674,9002.ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,3.PRODUCTO,3999999.SIN PRODUCTO,5.ACTIVIDAD,5002358.GESTION DE LAS PRESTACIONES SOCIALES,23.PROTECCION SOCIAL,051.ASISTENCIA SOCIAL,0114.DESARROLLO DE CAPACIDADES SOCIALES Y ECONOMICAS,10,0235454.MANTENIMIENTO Y OPERATIVIDAD DE LAS PLATAFORMAS DE SERVICIOS FIJOS (TAMBOS),00043.ESTABLECIMIENTO,0,20,0,20,47,CAJAMARCA,CAJAMARCA,MULTIDISTRITAL,60199,1.RECURSOS ORDINARIOS,00.RECURSOS ORDINARIOS,5.GASTOS CORRIENTES,2.GASTOS PRESUPUESTARIOS,3.BIENES Y SERVICIOS,2.CONTRATACION DE SERVICIOS,"6.SERVICIOS ADMINISTRATIVOS, FINANCIEROS Y DE SEGUROS",3.SEGUROS,2.SEGURO DE VEHICULOS,4403,1912,6315,6314.16,6314.16,0,0,4403,0,0,0,0,0,0,0,1202.7,708.46,0,0,0,4403,0,0,0,0,0,0,1202.7,708.46,0,0,0,4403,0,0,0,0,0,0,0,1911.16,0,0,4403,0,0,0,0,0,0,0,1202.7,1202.7,
20230201,2023,40. DESARROLLO E INCLUSION SOCIAL,040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS,1674,9001.ACCIONES CENTRALES,3.PRODUCTO,3999999.SIN PRODUCTO,5.ACTIVIDAD,5000003.GESTION ADMINISTRATIVA,23.PROTECCION SOCIAL,006.GESTION,0008.ASESORAMIENTO Y APOYO,8,0000888.GESTION ADMINISTRATIVA,00248.REPORTE,0,6,0,6,11,CAJAMARCA,CAJAMARCA,MULTIDISTRITAL,60199,1.RECURSOS ORDINARIOS,00.RECURSOS ORDINARIOS,5.GASTOS CORRIENTES,2.GASTOS PRESUPUESTARIOS,3.BIENES Y SERVICIOS,1.COMPRA DE BIENES,5.MATERIALES Y  UTILES,1.DE OFICINA,"2.PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",3615,-2484,1131,1130.67,1130.67,100,0,0,0,0,0,0,942.97,0,0,87.7,0,100,0,0,0,0,0,0,942.97,0,0,87.7,0,100,0,0,0,0,0,0,829.54,113.43,0,0,87.7,100,0,0,0,0,0,0,942.97,0,0,87.7,87.7,
20230201,2023,40. DESARROLLO E INCLUSION SOCIAL,040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS,1674,9002.ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,3.PRODUCTO,3999999.SIN PRODUCTO,5.ACTIVIDAD,5002358.GESTION DE LAS PRESTACIONES SOCIALES,23.PROTECCION SOCIAL,051.ASISTENCIA SOCIAL,0114.DESARROLLO DE CAPACIDADES SOCIALES Y ECONOMICAS,18,0235454.MANTENIMIENTO Y OPERATIVIDAD DE LAS PLATAFORMAS DE SERVICIOS FIJOS (TAMBOS),00043.ESTABLECIMIENTO,0,38,0,40,55,LORETO,MAYNAS,MULTIDISTRITAL,160199,1.RECURSOS ORDINARIOS,00.RECURSOS ORDINARIOS,5.GASTOS CORRIENTES,2.GASTOS PRESUPUESTARIOS,3.BIENES Y SERVICIOS,2.CONTRATACION DE SERVICIOS,7.SERVICIOS PROFESIONALES Y TECNICOS,11.OTROS SERVICIOS,99.SERVICIOS DIVERSOS,31377,7353,38730,38730,38730,0,0,0,3750,0,0,0,0,0,0,34980,0,0,0,0,3750,0,0,0,0,0,0,34980,0,0,0,0,3750,0,0,0,0,0,0,0,34980,0,0,0,3750,0,0,0,0,0,0,34980,34980,
